Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
"6,502,038,524.00 ",First Book,FIRST BOOK,446,19
"495,170,667,357,093.00 ",Electronic Payments Coalition,ELECTRONIC PAYMENTS COALITION INC,446,39
"227,594,571,444,676.00 ",Building New York's Best,Carpenter Contractor Alliance of Metropolitan New York,445,64
"153,678,684,700,451.00 ",American Investment Council,AMERICAN INVESTMENT COUNCIL,445,25
"106,088,071,734,455.00 ",NY Unpaid Wages & Overtime Claims,Tort Group LLC,437,2
"91,346,559,231.00 ",Democratic Legislative Campaign Committee - DLCC,Democratic Legislative Campaign Committee,435,183
"442,159,053,368,561.00 ",Women Speak Out PAC,Women Speak Out PAC,435,4
"86,071,521,216.00 ",Second Amendment Foundation,SECOND AMENDMENT FOUNDATION INC,434,6
"341,319,305,971,614.00 ",Colorado Mountain Mamas,Mountain Mamas,431,1
"192,730,325,307.00 ",TobaccoFreeNYS,Tobacco Free New York State,427,345
"211,281,525,566,478.00 ",Hennepin County Government,Hennepin County Government,426,30
"108,203,188,195,224.00 ",Seniors Across America,Seniors Across America,426,5
"940,653,386,126,953.00 ",StandingWithYou.org,Standingwithyou.org,421,76
"103,546,351,703,577.00 ",Dallas Express,The Dallas Express,420,60
"331,037,760,381,749.00 ",Sierra Magazine,SIERRA CLUB,419,16
"177,738,085,711,308.00 ",Hunger Solutions New York,Hunger Solutions New York,416,56
"25,121,889,784.00 ",Texas Public Policy Foundation,Texas Public Policy Foundation,416,125
"266,790,296,879.00 ",Bloomberg,These ads ran without a disclaimer,415,16
"103,481,651,030,324.00 ",Great Lakes. Michigan Jobs.,Great Lakes. Michigan Jobs.,415,10
"110,480,728,196,620.00 ",Small Business Digital Alliance,Small Business Digital Alliance,410,4
"101,670,818,343,460.00 ",Moms for America Action,Moms for America Action Inc.,407,3
"103,426,648,392,032.00 ",VAX NE,UNMC College of Public Health,401,4
"1,526,707,030,943,680.00 ",Phoenix Dream Center,City Help Inc of Phoenix dba Phoenix Dream Center,398,14
"1,526,736,227,567,130.00 ",TrueCoverage,True Coverage,395,9
"264,550,121,781.00 ",Utah Taxpayers Association,UT TAXPAYERS ASSOCIATION,395,2
"224,110,651,893.00 ",International African American Museum,IAAM,394,6
"19,972,147,679.00 ",SEIU,SEIU,394,4
"1,883,837,055,193,240.00 ",Shield Republic,Shield Republic,394,74
"142,957,224,352.00 ",International Medical Corps,International Medical Corps,394,19
"101,573,474,533,442.00 ",Chronic Care Policy Alliance,The Chronic Care Policy Alliance,393,10
"36,872,302,227.00 ",Cory Booker,CORY BOOKER FOR SENATE,391,117
"786,167,111,464,006.00 ",Woodson Center,The Woodson Center,389,7
"5,720,973,755.00 ",Defenders of Wildlife,DEFENDERS OF WILDLIFE,388,20
"72,092,591,211.00 ",FBI – Federal Bureau of Investigation,Federal Bureau of Investigation,386,2
"108,725,508,673,742.00 ",Fire Dan Munsey,Inland Empire Taxpayers Association,384,12
"159,658,557,547,960.00 ",Wall Street Journal Opinion,The Wall Street Journal,384,35
"6,240,652,407.00 ",Young America's Foundation,Young America's Foundation Inc,383,70
"108,512,875,350.00 ",The Atlas Society,The Objectivist Center Ltd,383,12
"227,764,782,729.00 ",AMERICAN - STRONG!,American Strong LLC,381,4
"103,565,195,134,756.00 ",America First Policy Institute,America First Policy Institute,376,6
"243,498,882,520,314.00 ",FoodFinder,"FOODFINDER, INC.",375,1
"372,922,692,828.00 ",SEIU-United Healthcare Workers West,SEIU United Healthcare Workers West Local 2005,372,12
"101,611,771,729,304.00 ",Our True God,One True God,365,1
"169,124,877,249.00 ",AARP Virginia,AARP,364,2
"1,725,148,701,106,700.00 ",AmeriHealth Caritas District of Columbia,ROIG Communications,364,19
"261,319,066,080.00 ",Americans for Prosperity - Ohio,AMERICANS FOR PROSPERITY,363,15
"58,942,876,544.00 ",Pelican Institute for Public Policy,Pelican Institute for Public Policy,361,6
"983,629,811,723,932.00 ",Home Title Lock,Home Title Lock,359,19
"101,674,652,529,058.00 ",Yvonne Walker for Calpers,Retirees for Walker for CalPERS Board 2022,358,1
"60,182,072,999.00 ",Lila Rose,Live Action,358,8
"108,882,127,659,860.00 ",All In Wisconsin,All in Wisconsin,357,2
"28,483,858,161.00 ",Texas Scorecard,ScorecardMedia,354,74
"304,600,892,905,134.00 ",Hillsdale College Online Courses,HILLSDALE COLLEGE,353,1
"149,819,205,029,986.00 ",Texas Cable Association,Texas Cable Association,352,31
"130,186,213,705,658.00 ",Columbia Bank,COLUMBIA STATE BANK,351,3
"702,582,586,516,561.00 ",CBN Israel,"The Christian Broadcasting Network, Inc.",351,8
"178,262,458,878,543.00 ",SEIU Local 221,SEIU Local 221,349,14
"358,924,657,907.00 ",Beach Cities Health,Beach Cities Health District,348,1
"101,708,069,155,703.00 ",Fossil Free Eugene,Fossil Free Eugene,347,2
"118,283,728,182,293.00 ",SEIU Healthcare IL & IN,SEIU Healthcare Illinois & Indiana,346,1
"21,472,760,578.00 ",C-SPAN,C-SPAN,345,2
"164,966,660,351,345.00 ",Hope Outfitters,Hope Outfitters,345,22
"745,910,525,468,062.00 ",National Center on Sexual Exploitation,National Center on Sexual Exploitation,343,69
"201,446,296,572,389.00 ",Compassion in World Farming (USA),Compassion in World Farming Inc,343,24
"103,355,385,129,734.00 ",The Climate Pledge,The Climate Pledge,341,3
"273,205,087,827,354.00 ",Citizens Alliance of Idaho,Citizens Alliance of Idaho,340,25
"1,166,660,030,079,480.00 ",National Democratic Redistricting Committee,National Democratic Redistricting Committee,339,15
"6,024,998,621.00 ",StoryCorps,StoryCorps,335,6
"197,760,674,021,143.00 ",Indivisible Guide,INDIVISIBLE ACTION,330,16
"102,281,192,230,784.00 ",Forward Party,Forward Party,328,8
"104,255,434,986,319.00 ",Teal Crate,Vougs,325,18
"358,113,240,871,900.00 ",Nuclear Energy Institute,"NUCLEAR ENERGY INSTITUTE, INC.",323,4
"107,168,898,379,486.00 ",Speed & Scale,Speed & Scale,322,29
"156,496,968,533,805.00 ",Explore Beyond,NCTA - The Internet & Television Association,322,17
"48,046,820,798.00 ",Veeam Software,These ads ran without a disclaimer,320,1
"100,779,578,065,977.00 ",Maricopa County Elections Department,Maricopa County Elections Department,314,9
"1,382,441,768,496,360.00 ",Pentair,PENTAIR,312,6
"1,642,337,299,370,170.00 ",National Institute for Reproductive Health,"NATIONAL INSTITUTE FOR REPRODUCTIVE HEALTH, INC.",312,14
"292,649,794,717,694.00 ",The Bulwark,Bulwark Media,307,1
"15,771,560,300.00 ",Earthjustice,EARTHJUSTICE,306,37
"1,721,333,671,443,160.00 ",Majority Forward,MAJORITY FORWARD,304,2
"73,102,498,136.00 ",Children's Health,Children's Health System of Texas,304,16
"507,070,522,767,934.00 ",AACR Foundation,"AMERICAN ASSOCIATION FOR CANCER RESEARCH, INC.",303,8
"101,510,882,545,336.00 ",Power In Nature,Power in Nature,303,2
"1,852,649,175,027,780.00 ",Understanding Social Security,Advisor's Platform,301,1
"105,011,228,482,985.00 ","Zwicker, Freiman, Jaffer for the 16th Legislative District",16 District Democrats,299,9
"337,038,226,473,839.00 ",Trish Regan,"SALEM MEDIA GROUP, INC.",298,5
"6,316,744,206.00 ",Jon Tester,MONTANANS FOR TESTER,297,4
"1,616,728,165,212,470.00 ",Environmental Voter Project,"Environmental Voter Project, Inc.",296,2
"657,708,380,952,174.00 ",Voices of the Civil Rights Movement,Comcast,295,3
"1,375,372,595,977,510.00 ",UWorld Insurance Group,UWORLD INSURANCE GROUP,295,1
"125,769,584,126,996.00 ",Yael Eckstein,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",294,8
"102,026,792,597,810.00 ",AERO,Alliance for Electrical Restructuring in Oklahoma,290,2
"103,836,289,061,885.00 ",Bayview Abuse Survivors,Tort Group LLC,289,2
"168,876,449,866,088.00 ",The Years Project,THE YEARS PROJECT,289,21
"7,735,858,972.00 ",Humane Society Legislative Fund,Humane Society Legislative Fund,288,44
"108,925,252,480,631.00 ",Echoes & Reflections,ANTI-DEFAMATION LEAGUE,286,30
"1,590,877,284,560,130.00 ",Patti Harris,Bloomberg Philanthropies,286,8
"41,441,231,960.00 ",Southern Alliance for Clean Energy,SOUTHERN ALLIANCE FOR CLEAN ENERGY,285,122
"209,516,845,093.00 ",NRDC Action Fund,NRDC Action Fund,282,12
"169,687,486,427,698.00 ",Jentezen Franklin,FREE CHAPEL WORSHIP CENTER,276,2
"104,377,641,671,195.00 ",Salem Podcast Network,Salem Media,274,6
"466,164,103,423,147.00 ",Thorn,Thorn,273,3
"21,090,771,700.00 ",Gun Owners of America,Gun Owners of America,272,3
"240,937,060,405.00 ",Center for Science in the Public Interest (CSPI),Center for Science in the Public Interest,271,6
"81,755,908,577.00 ",Kids in Need of Defense (KIND),"KIND, Inc.",271,4
"392,516,956,004.00 ",The Carter Center,"CARTER CENTER, INC., THE",268,4
"107,764,430,968,176.00 ",Tuttle Twins TV Show,"Tuttle Twins Show, LLC",265,7
"59,877,921,429.00 ",Lutheran Immigration and Refugee Service,"LUTHERAN IMMIGRATION AND REFUGEE SERVICE, INC.",262,39
"417,709,355,647.00 ",The Lynde and Harry Bradley Foundation,"LYNDE AND HARRY BRADLEY FOUNDATION, INC., THE",262,24
"292,351,509,697.00 ",Jerusalem Prayer Team,Jerusalem Prayer Team,261,1
"106,568,024,842,114.00 ",Rideshare Assault Support,Injury Match,259,5
"836,826,976,517,252.00 ",International Christian Embassy Jerusalem - USA,"International Christian Embassy Jerusalem - USA, Inc.",259,25
"13,867,925,345.00 ",Equality Florida,Equality Florida,258,4
"104,491,841,664,875.00 ",Adam Kinzinger,Future First Leadership PAC,257,218
"68,634,638,883.00 ",The Salvation Army Great Lakes Division,The Salvation Army Eastern Michigan Division,255,23
"1,422,493,464,707,880.00 ",Josh Green for Hawaii,Josh Green for Hawaii,254,1
"127,637,620,616,803.00 ",Comcast Newsmakers,Comcast,251,5
"110,042,181,919,423.00 ",Leading With Greatness,Patriotic Uniting For All,250,3
"107,500,120,800,840.00 ",Partnership for Energy Progress,Partnership for Energy Progress,250,39
"916,623,425,064,173.00 ",One Nation,One Nation,249,6
"273,291,699,437,680.00 ",Continental Divide Trail Coalition,CONTINENTAL DIVIDE TRAIL COALITION,249,1
"101,716,172,441,500.00 ",Brennan Center en Español,"WILLIAM J. BRENNAN CENTER FOR JUSTICE, INC.",248,2
"81,124,177,592.00 ","Planned Parenthood Great Northwest, Hawaiʻi, Alaska, Indiana, Kentucky","Planned Parenthood Great Northwest, Hawaiʻi, Alaska, Indiana, Kentucky",247,131
"1,661,431,237,412,890.00 ",Power Coalition,Power Coalition for Equity and Justice,247,2
"157,522,514,269,835.00 ",Stand for Children - Indiana,STAND FOR CHILDREN INC,247,3
"109,943,301,898,096.00 ",Blue Wave America,BlueWaveAmerica,246,24
"108,020,134,993,944.00 ",Social Security Planning Association,David Robert Kennon,244,2
"310,925,405,807.00 ",Citizens Climate Lobby,Citizens' Climate Lobby,244,22
"103,546,351,703,577.00 ",Dallas Express,Dallas Express Media,243,13
"1,575,347,412,785,990.00 ",cheddar news,Cheddar News,243,1
"129,914,120,385,683.00 ",Families USA,Families USA,242,2
"101,605,354,952,785.00 ",Glenn Youngkin,Spirit of Virginia,242,4
"187,850,809,456.00 ",PSEA - PA State Education Association,PENNSYLVANIA STATE EDUCATION ASSOCIATION,242,2
"602,074,469,965,571.00 ",Plan C,NATIONAL WOMENS HEALTH NETWORK,242,11
"138,912,859,468,156.00 ",Vet Voice Foundation,Vet Voice Foundation,238,28
"275,008,694,346,269.00 ",IndexIQ,IndexIQ,238,1
"143,397,592,390,989.00 ",Entergy,ENTERGY CORPORATION,237,7
"696,930,446,991,476.00 ",Financialadviser.com,"All Phone Leads, Inc.",237,8
"424,443,217,623,488.00 ",Clarion Project,"CLARION PROJECT, INC.",236,7
"139,095,366,100,611.00 ",WilmingtonInsuranceQuotes.com,FENIX CONTRACTING INC,235,2
"9,891,460,873.00 ",WFYI,METROPOLITAN INDIANAPOLIS PUBLIC BROADCASTING INC,233,6
"163,965,296,965,203.00 ",32BJ SEIU,LOCAL 32 BJ SEIU,233,4
"165,848,043,479,080.00 ",MCV Foundation,MEDICAL COLLEGE OF VIRGINIA FOUNDATION INC,233,2
"119,875,179,042.00 ",Josh Stein,Josh Stein for Attorney General,233,58
"110,413,484,971,344.00 ",The Frugal Saver,"WISDOM COMPANIES, LLC , THE",233,4
"1,226,257,404,067,390.00 ",Floridians for Government Accountability,"FLORIDIANS FOR GOVERNMENT ACCOUNTABILITY, INC.",231,5
"40,102,638,699.00 ",J Street,J STREET INC,231,5
"37,187,635,660.00 ","The GEO Group, Inc.","The GEO Group, Inc.",231,3
"10,498,053,716.00 ",Media Research Center,MEDIA RESEARCH CENTER,229,9
"928,091,877,203,916.00 ",Independent Women's Network,Independent Women's Network,229,6
"1,219,895,884,702,640.00 ",Popcorn for the People,LET'S WORK FOR GOOD,227,1
"578,692,095,955,262.00 ",Protect the Promise,Protect the Promise,227,11
"118,626,774,835,274.00 ",Medicare Made Clear,Medicare Made Clear from United Healthcare,226,10
"109,352,563,640.00 ",Water.org,WATER.ORG INC.,226,11
"107,081,188,796,857.00 ",Fund MI Future,Fund MI Future,224,2
"1,679,521,432,262,830.00 ",Physicians Grassroots Network,American Medical Association,223,20
"112,552,187,080,266.00 ",Protecting Every Future,American Council of Life Insurers,218,16
"6,165,653,060.00 ",AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,215,5
"101,224,002,310,757.00 ",Seven Weeks Coffee,Seven Weeks Coffee,212,16
"105,228,065,418,497.00 ",The Main Street Sentinel,The Main Street Sentinel,212,5
"36,091,862,898.00 ",The Mackinac Center for Public Policy,Mackinac Center for Public Policy,212,6
"280,704,452,367,167.00 ",Jason Crow,JASON CROW FOR CONGRESS,211,64
"102,281,724,942,742.00 ",Affordable Energy for New Jersey,Affordable Energy for New Jersey,211,116
"102,757,624,532,911.00 ",NYC Mayor's Public Engagement Unit,City of New York,207,48
"106,210,384,633,886.00 ",California Clean Power Energy,These ads ran without a disclaimer,207,1
"20,904,146,327.00 ",Georgia Public Broadcasting,Georgia Public Telecommunications Commission,207,19
"513,695,272,011,123.00 ",The Genesis Prize,GPF NA LLC,205,8
"18,079,407,397.00 ",CPAC,AMERICAN CONSERVATIVE UNION,204,11
"228,754,857,151,053.00 ",House Majority PAC,House Majority PAC,204,15
"103,255,735,377,649.00 ",National Give Back,National Giveback Action Group,204,3
"252,814,820,267.00 ",HIAS,HIAS,203,2
"294,127,745,420.00 ",Michigan Health & Hospital Association,MICHIGAN HEALTH AND HOSPITAL ASSOCIATION,202,1
"102,413,723,172,970.00 ",Nick Adams,Nick Adams,201,8
"1,010,664,679,060,500.00 ",Voting Rights Brigade,Voting Rights Brigade,200,2
"104,002,425,114,640.00 ",Carbon Neutral Coalition,Carbon Neutral Coalition,200,19
"1,898,234,727,131,230.00 ",Reel America,BizPac Review,200,3
"100,113,865,706,707.00 ",ADF Generational Wins Prayer Initiative,ALLIANCE DEFENSE FUND INC,199,9
"93,228,695,778.00 ",Tea Party Patriots,Tea Party Patriots,198,55
"102,246,639,041,964.00 ",Southern California Black Worker Hub For Regional Organizing,LOS ANGELES BLACK WORKER CENTER,198,2
"407,902,639,235,640.00 ",JNS.org,Jewish News Syndicate,197,25
"105,120,815,642,998.00 ",Partnership to Address Global Emissions,PARTNERSHIP TO ADDRESS GLOBAL EMISSIONS INC,197,6
"488,959,201,218,139.00 ",Planned Parenthood of the Pacific Southwest,Planned Parenthood of the Pacific Southwest,196,8
"102,064,134,602,267.00 ",JHU Smartphone Pain Study,Johns Hopkins Bloomberg School of Public Health,196,3
"40,217,893,542.00 ",AIPAC,American Israel Public Affairs Committee,196,4
"103,916,546,350,474.00 ",Stericycle,Stericycle,196,10
"196,191,740,408,148.00 ",Liquid Energy Pipeline Association,Liquid Energy Pipeline Association,196,60
"112,174,383,865,124.00 ",Our Jobs Our Voice,Our Jobs Our Voice,196,8
"115,274,996,516,355.00 ",CA Black Power Network,CALIFORNIA CALLS EDUCATION FUND,196,2
"159,725,725,870.00 ",Blue Ridge Energy,Blue Ridge Electric Membership Corporation,195,4
"1,666,922,183,524,160.00 ",ReThink Energy NJ,ReThink Energy NJ,195,7
"108,266,445,888,054.00 ",Patriot Academy,TORCH OF FREEDOM FOUNDATION,195,10
"92,111,751,018.00 ","Paul Winkler, Inc.","PAUL WINKLER, INC",194,21
"1,701,668,183,423,200.00 ",Pandia Health,Pandia Health,194,4
"101,090,559,295,696.00 ",TPUSA Faith,TURNING POINT USA NFP,194,14
"522,555,034,555,680.00 ",Southwest Coalition for Life,COALITION FOR LIFE OF LAS CRUCES,194,3
"97,341,315,589.00 ",CWS - Lancaster Immigration & Refugee Program,"CHURCH WORLD SERVICE, INC.",192,6
"119,696,762,232,584.00 ",Kincannon for Mayor,Kincannon For Knoxville,192,19
"1,695,950,424,027,480.00 ",Andy Hallinan,Carry Daily,192,4
"791,588,970,968,595.00 ",Fair Housing Law Center,SOUTHWESTERN PENNSYLVANIA LEGAL SERVICES INC,192,1
"124,685,720,911,870.00 ",Planned Parenthood Gulf Coast,Planned Parenthood Gulf Coast,191,10
"824,542,604,252,069.00 ",Erick Erickson,Erick Erickson LLC,190,3
"29,697,575,576.00 ",Paralyzed Veterans of America,PARALYZED VETERANS OF AMERICA,190,6
"186,977,768,011,413.00 ",Ironworkers Rising,"International Association of Bridge, Structural, Ornamental, and Reinforcing Iron Workers",186,66
"1,562,713,090,633,110.00 ",Operation Underground Railroad,OPERATION UNDERGROUND RAI,185,43
"156,968,474,833,352.00 ",Stop Republicans,Stop Republicans,185,1
"60,261,764,250.00 ",Childhelp,"CHILDHELP, INC.",184,1
"110,316,380,149.00 ",Family Policy Alliance,Family Policy Alliance,184,50
"206,623,622,690,681.00 ",NYC Department of Health and Mental Hygiene,New York City Department of Health and Mental Hygiene,184,7
"100,165,315,231,945.00 ",Save the Beer Economy,Anheuser-Busch,183,4
"111,004,586,952,707.00 ",Elevate Prize Foundation,Elevate Prize Foundation Inc,183,1
"262,444,352,805.00 ",NJ Clean Energy,New Jersey Board of Public Utilities,183,3
"159,960,044,025,031.00 ",American Heritage Magazine,American Heritage Publishing,183,1
"36,091,862,898.00 ",The Mackinac Center for Public Policy,The Mackinac Center for Public Policy,182,7
"158,122,851,036,414.00 ",Office of the Missouri State Treasurer,Office of the Missouri State Treasurer,182,2
"89,336,510,798.00 ",American Friends of the Hebrew University,American Friends of Hebrew University,182,36
"130,848,666,099.00 ",Business Forward,Business Forward Inc.,181,6
"512,225,042,147,387.00 ",Mothers Out Front,MOTHERS OUT FRONT INC,181,40
"11,006,419,356.00 ",The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",181,2
"110,489,004,662,896.00 ",Lebanon Solar Project,Enel,181,4
"1,655,902,584,658,050.00 ",Comcast,COMCAST CORPORATION,181,1
"21,242,962,092.00 ",ClientEarth,CLIENTEARTH USA INC,180,5
"103,526,379,114,991.00 ",GOA Victory Fund,GOA Victory Fund,179,1
"149,111,148,441,167.00 ",Law Center For Social Security Rights,LAW CENTER FOR SOCIAL SECURITY RIGHTS,178,3
"269,479,249,997.00 ",NSSF—The Firearm Industry Trade Association,National Shooting Sports Foundation,178,9
